participant_id,condition,shown_stimulus,pressed_key,is_correct_key,reaction_time_in_ms,timestamp,is_circle_shown,number_of_circles,is_correct_number,is_correct_reaction
2,mental_demand,circle with number 1,32,True,412.735,2021-05-04 15:16:39.110363,True,11,True,True
2,mental_demand,circle with number 1,32,True,344.911,2021-05-04 15:16:47.992310,True,13,True,True
2,mental_demand,circle with number 1,32,True,442.293,2021-05-04 15:16:56.664341,True,15,True,True
2,mental_demand,circle with number 1,32,True,378.08,2021-05-04 15:17:01.276560,True,16,True,True
2,mental_demand,circle with number 1,32,True,368.239,2021-05-04 15:17:05.792337,True,17,True,True
2,mental_demand,circle with number 1,32,True,358.767,2021-05-04 15:17:09.507832,True,18,True,True
2,mental_demand,circle with number 1,32,True,353.166,2021-05-04 15:17:17.500752,True,20,True,True
2,mental_demand,circle with number 1,32,True,656.646,2021-05-04 15:17:30.084036,True,22,True,True
2,mental_demand,circle with number 1,32,True,454.329,2021-05-04 15:17:41.877490,True,25,True,True
2,mental_demand,circle with number 1,32,True,490.589,2021-05-04 15:17:51.612586,True,27,True,True
