participant_id,condition,shown_stimulus,pressed_key,is_correct_key,reaction_time_in_ms,timestamp,has_circle_appeared,is_correct_reaction
101,Condition.SINGLE_STIMULUS,circle appears,32,True,685.2189999999999,2021-05-02 20:12:16.172596,True,True
101,Condition.SINGLE_STIMULUS,circle appears,32,True,350.96,2021-05-02 20:12:17.836345,True,True
