participant_id,condition,shown_stimulus,pressed_key,is_correct_key,reaction_time_in_ms,timestamp,has_circle_appeared,is_correct_reaction
102,Condition.SINGLE_STIMULUS,circle appears,32,True,288.111,2021-05-02 20:12:27.224514,True,True
102,Condition.SINGLE_STIMULUS,circle appears,32,True,321.668,2021-05-02 20:12:29.808858,True,True
