participant_id,condition,shown_stimulus,pressed_key,is_correct_key,reaction_time_in_ms,timestamp,has_circle_appeared,is_correct_reaction
103,Condition.SINGLE_STIMULUS,circle appears,32,True,274.508,2021-05-02 20:12:35.760653,True,True
103,Condition.SINGLE_STIMULUS,circle appears,32,True,327.018,2021-05-02 20:12:36.136936,True,True
