participant_id,condition,shown_stimulus,pressed_key,is_correct_key,reaction_time_in_ms,timestamp,has_circle_appeared,is_correct_reaction
100,Condition.MENTAL_DEMAND,circle with numbers,32,True,330.5660000000001,2021-05-02 20:12:05.819119,True,False
100,Condition.MENTAL_DEMAND,circle with numbers,32,True,338.02500000000003,2021-05-02 20:12:11.452789,True,True
