participant_id,condition,shown_stimulus,pressed_key,is_correct_key,reaction_time_in_ms,timestamp,has_circle_appeared,is_correct_reaction
102,Condition.MENTAL_DEMAND,circle with numbers,32,True,590.5880000000001,2021-05-02 20:12:31.400848,True,True
102,Condition.MENTAL_DEMAND,circle with numbers,32,True,321.936,2021-05-02 20:12:32.807109,True,False
